Sample ID	Text	Unit	Mineral #1	%	Chem. #	Mineral #2	%	Chem. #	Mineral #3	%	Chem. #	Mineral #4	%	Chem. #	Mineral #5	%	Chem. #	Mineral #6	%	Chem. #	Mineral #7	%	Chem. #	Mineral #8	%	Chem. #	Mineral #9	%	Chem. #	Mineral #10	%	Chem. #
MA-ATB-041	CCH1 (Tsarev L5)		PLG	10.60 	0	CPX	4.57 	0	OPX	30.62 	0	OLV	41.81 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MA-ATB-045	CCH5		SER	47.00 	558	L5	46.00 	557	KER	5.00 	559	CAL	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MB-CMP-016          	Canon Diablo		FE 	70.00 	0	FES	30.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-002          	MST-1 		GLS	86.00 	473	PIG	14.00 	474		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-003          	Mox-Test1 		GLS	86.00 	480	PIG	14.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-004          	MST-1 		GLS	86.00 	473	PIG	14.00 	474		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-005          	Mox-Test1 		GLS	86.00 	0	PIG	14.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-006          	MST-12		PIG	33.00 	0	AUG	16.00 	0	PLG	17.00 	0	MAG	2.00 	0	GLS	33.00 	483		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-007          	MST-13		PIG	29.00 	0	AUG	20.00 	0	PLG	19.00 	0	MAG	3.00 	0	GLS	29.00 	482		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-008          	MST-14		PIG	34.00 	0	AUG	12.00 	0	PLG	16.00 	0	GLS	38.00 	481	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-019          	MST-13_ox1		PIG	24.40 	486	AUG	32.60 	487	PLG	18.90 	488	MAG	4.20 	489	GLS	19.20 	484		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-020          	MST-16_ox1		PIG	18.70 	490	GLS	81.30 	485		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-022          	MST-19_ox1		PIG	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-023          	MST-1_ox7 		   	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-024          	MST-12_ox7		   	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-025          	MST-14_ox7		   	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-026          	MST-13ox3 		   	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-027          	MST-16ox3 		   	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-028          	MST-17ox3 		   	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-029          	MST-19ox3 		   	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-030          	MST-21		   	34.70 	492	AUG	15.90 	493	PLG	14.30 	494	MAG	1.40 	495	GLS	33.70 	491	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-031          	MST-25		GLS	100.00 	475		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-045          	SFA2-14 		CPX	25.00 	0	OPX	23.00 	0	PLG	25.00 	0	OXD	7.00 	0	GLS	7.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-046          	SFA2-22 		CPX	10.00 	0	PIG	10.00 	0	FEO	2.00 	0	GLS	80.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-047          	SF3-1 		HCP	5.00 	0	LCP	5.00 	0	PLG	3.00 	0	GLS	80.00 	0	FEO	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-048          	SF3-2 		GLS	99.50 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-049          	SF3-3 		GLS	50.00 	0	HCP	15.00 	0	LCP	15.00 	0	PLG	10.00 	0	FEO	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-050          	SF3-1 ox		GLS	80.00 	0	OPX	15.00 	0	OXD	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-051          	SF3-2 ox		GLS	100.00 	0	OPX	15.00 	0	OXD	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-052          	SF3-3 ox		GLS	50.00 	0	PYX	30.00 	0	PLG	15.00 	0	OXD	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-053          	A2-14 ox		LCP	15.00 	0	OXD	3.00 	0	GLS	80.00 	0	   	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-054          	SFA2-22 		PYX	30.00 	0	OXD	5.00 	0	PLG	15.00 	0	   	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-055          	SFA3-5		GLS	98.50 	0	FEO	1.50 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-056          	SFA3-9		GLS	98.50 	0	FEO	1.50 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-057          	SFA3-11 		HCP	25.00 	0	LCP	25.00 	0	PLG	20.00 	0	FEO	5.00 	0	GLS	17.50 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-058          	SFA4-1b 		HCP	26.00 	0	LCP	26.00 	0	PLG	25.00 	0	FEO	2.00 	0	GLS	20.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-059          	SFA3-5ox		GLS	99.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-060          	SFA3-90ox 		GLS	99.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-061          	SFA3-11ox 		CPX	25.00 	0	OPX	25.00 	0	PLG	15.00 	0	FEO	2.00 	0	GLS	10.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MM-MJR-062          	SFA4-1b-ox		CPX	35.00 	0	OPX	25.00 	0	PLG	20.00 	0	FEO	2.00 	0	GLS	10.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MS-CMP-016          	Olv-Pyx mix 50/50 		OLV	50.00 	0	PYX	50.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MS-CMP-042          	Olivine 		OLV	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MS-CMP-043          	Pyroxene		PYX	100.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MS-CMP-044          	Olv + Pyx 		PYX	50.00 	0	OLV	50.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MT-A1W-114	NWA 5218 eucrite	Vol	CPX	56.00 	752	PLG	43.30 	753	CHR	0.70 	753																					
MT-AWB-168	MIL 07001	Wt	OPX	93.00 	0	OLV	6.00 	0	FEN	0.10 	0	SFD	0.60 	0	CHR	0.30 	0															
MT-AWB-169	GRA 98108	Wt	OPX	80.00 	0	OLV	19.00 	0	PLG	0.50 	0	FEN	0.10 	0	SFD	0.20 	0															
MT-GKB-009	NWA 1463	Vol	OPX	55.00 	0	OLV	6.00 	0	CPX	2.00 	0	PLG	8.00 	0	TRO	6.00 	0	MET	21.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MT-JFM-005          	Los Angeles 		MAS	48.00 	0	PYX	41.00 	0	FAY	2.30 	0	SIL	3.20 	0	GLS	1.70 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MT-JMS-218	MET 01070 (CM2)	Vol	SER	61.50 	0	CRS	26.50 	0	FOR	2.65 	0	OLV	2.20 	0	CAL	1.90 	0	MAG	1.80 	0	SFD	1.20 	0									
MT-JMS-219	QUE 97990 (CM2)	Vol	SER	40.40 	0	CRS	26.60 	0	FOR	8.70 	0	OLV	14.00 	0	OPX	7.50 	0	MAG	0.60 	0	SFD	0.90 	0									
MT-JMS-220	QUE 93005 (CM2)	Vol	SER	61.30 	0	CRS	20.80 	0	FOR	3.30 	0	OLV	7.80 	0	OPX	1.70 	0	MAG	1.50 	0	SFD	2.20 	0									
MT-JMS-221	Y-791198 (CM2)	Vol	SER	37.40 	0	CRS	33.50 	0	FOR	3.80 	0	OLV	13.30 	0	CAL	1.00 	0	MAG	0.70 	0	OPX	9.80 	0									
MT-JMS-222	ALH 83100 (CM1/2)	Vol	SER	62.40 	0	CRS	24.20 	0	FOR	4.90 	0	OLV	3.80 	0	CAL	1.20 	0	MAG	1.70 	0	SFD	1.00 	0	OPX	0.70 	0						
MX-EAC-001          	MIX501	Wt	PYX	90.00 	0	PAL	10.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-002          	MIX502		PYX	80.00 	0	PAL	20.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-003          	MIX503		PYX	70.00 	0	PAL	30.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-004          	MIX504		PYX	60.00 	0	PAL	40.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-005          	MIX505		PYX	50.00 	0	PAL	50.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-006          	MIX506		PYX	40.00 	0	PAL	60.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-007          	MIX507		PYX	30.00 	0	PAL	70.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-008          	MIX508		PYX	20.00 	0	PAL	80.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-009          	MIX509		PYX	10.00 	0	PAL	90.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-010          	MIX510		PYX	80.00 	0	PAL	20.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-011          	MIX511		PYX	60.00 	0	PAL	40.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-012          	MIX512		PYX	40.00 	0	PAL	60.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-015          	MIX515		PYX	80.00 	0	PAL	20.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-016          	MIX516		PYX	60.00 	0	PAL	40.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-017          	MIX517		PYX	80.00 	0	HEM	20.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-018          	MIX518		PYX	60.00 	0	HEM	40.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-020          	MIX520	Wt	OLV	95.00 	0	CHR	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-021          	MIX521	Wt	OLV	90.00 	0	CHR	10.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-022          	MIX522		OLV	80.00 	0	CHR	20.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-023          	MIX523		OLV	70.00 	0	CHR	30.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-024          	MIX524	Wt	OLV	95.00 	0	CHR	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-025          	MIX525	Wt	OLV	90.00 	0	CHR	10.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-026          	MIX526		OLV	80.00 	0	CHR	20.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-027          	MIX527		OLV	70.00 	0	CHR	30.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-028          	MIX528		OLV	67.50 	0	FE 	22.50 	0	CHR	10.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-029          	MIX529		OLV	67.50 	0	FE 	22.50 	0	CHR	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-030          	MIX260		OLV	75.00 	0	FE 	25.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-033          	MIX263		OLV	75.00 	0	FE 	25.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-040          	MIX530		PAL	80.00 	0	DIA	20.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-041          	MIX531		PAL	60.00 	0	DIA	40.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-042          	MIX532		PAL	40.00 	0	DIA	60.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-043          	MIX533		PAL	80.00 	0	DIA	20.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-044          	MIX534		PAL	60.00 	0	DIA	40.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-045          	MIX535		PAL	40.00 	0	DIA	60.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-046          	MIX536	Wt	PAL	95.00 	0	DIA	5.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-050          	MIX540	Wt	PAL	90.00 	0	DIA	10.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-051          	MIX541	Wt	PAL	95.00 	0	DIA	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-052          	MIX542	Wt	PAL	95.00 	0	DIA	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-053          	MIX630	Wt	OPX	95.00 	0	DIA	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-054          	MIX631		OPX	75.00 	0	DIA	25.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-055          	MIX632	Wt	QTZ	95.00 	0	DIA	5.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
MX-EAC-056          	MIX633		QTZ	75.00 	0	DIA	25.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NT-MBW-004	Nontronite	Vol	NON	98.00 	0	QTZ	2.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-001          	CN-7b 		ALU	0.00 	0	KAO	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-002          	CN-9a 		ALU	0.00 	0	KAO	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-005          	CN-16b		HEM	0.00 	0	LIM	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-007          	CN-18b		QTZ	0.00 	0	SAN	0.00 	0	HBD	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-008          	CN-20b		OPA	0.00 	0	ALU	0.00 	0	KAO	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-037          	"ECC-1Bp, GRSFE"		PLG	0.00 	0	OLV	0.00 	0	CPX	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-038          	"ECC-1Cp, GRSFE"		PLG	0.00 	0	OLV	0.00 	0	CPX	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-039          	"ECC-2Ap, GRSFE"		PLG	0.00 	0	OLV	0.00 	0	PYX	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-040          	"ECC-2Bp, GRSFE"		PLG	0.00 	0	OLV	0.00 	0	CPX	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-041          	"ECC-5Ap, GRSFE"		PLG	0.00 	0	OLV	0.00 	0	CPX	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-042          	"ECC-7Ap, GRSFE"		PLG	0.00 	0	OLV	0.00 	0	CPX	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-043          	"ECC-9p, GRSFE "		PLG	0.00 	0	PLV	0.00 	0	CPX	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-044          	"ECC-10p, GRSFE"		PLG	0.00 	0	OLV	0.00 	0	CPX	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-045          	"UbeC-3p, GRSFE"		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-046          	"UbeC-4p, GRSFE"		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-047          	ZSL-1p		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-048          	"UbeC-1Ap, GRSFE "		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-049          	"UbeC-1Bp, GRSFE "		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-050          	"UbeC-9p, GRSFE"		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-051          	"UbeC-10p,GRSFE"		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-052          	"LHC-1Bp, GRSFE"		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-053          	"LHC-1Cp, GRSFE"		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-054          	ZSL-2p		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-055          	ZSL-3Ap 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-056          	ZSL-3Bp 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-057          	ZSL-3c		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-058          	ZSL-4p		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-059          	ZSL-8Ap 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-060          	ZSL-8Bp 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-061          	ZSL-9A		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-062          	ZSL-9Bp 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-063          	ZSL-9Cp 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-064          	ZSL-12p 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-065          	ZSL-13p 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-066          	ZSL-15p 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-067          	ZSL-16p 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-068          	ZSL-18p 		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
NV-RBS-069          	"LCG-1Ap, GRSFE"		PLG	0.00 	0	QTZ	0.00 	0	CPX	0.00 	0	OLV	0.00 	0	   	0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0		0.00 	0
