SpectrumID	SampleID	Date	ReleaseDate	SpecCode	Start	Stop	Resolution	SourceAngle	DetectAngle	AzimuthAngle	PhaseAngle	Temperature	Atmosphere	PhotoFile	Spinning	Aperture	Scrambler	Depolarizer	User	NASA_PI_Sponsor	ResearchType	Reference			
BKRARM208	RM-REM-208	18-Aug-15	18-Aug-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-208_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BKRARM208	RM-REM-208	31-Aug-15	31-Aug-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-208_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BKRBRM208	RM-REM-208	11-Sep-15	11-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-208_SpotB_OnAlumFoil14mmDish	No	10.0	Out	Out	TXH	REM	SSERVI 				
CARM208	RM-REM-208	13-Aug-15	13-Aug-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-208_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CARM208	RM-REM-208	28-Aug-15	28-Aug-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-208_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CBRM208	RM-REM-208	8-Sep-15	8-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-208_SpotB_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BIRARM209	RM-REM-209	31-Aug-15	31-Aug-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-209_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRBRM209	RM-REM-209	11-Sep-15	11-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-209_SpotB_OnAlumFoil19mmDish	No	10.0	Out	Out	TXH	REM	SSERVI 				
BKRARM209	RM-REM-209	31-Aug-15	31-Aug-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-209_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BKRBRM209	RM-REM-209	11-Sep-15	11-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-209_SpotB_OnAlumFoil19mmDish	No	10.0	Out	Out	TXH	REM	SSERVI 				
CARM209	RM-REM-209	28-Aug-15	28-Aug-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-209_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CBRM209	RM-REM-209	10-Sep-15	10-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-209_SpotB_OnAlumFoil19mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BIRARM210	RM-REM-210	2-Sep-15	2-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-210_SpotA_OnAlumFoil19mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRBRM210	RM-REM-210	3-Sep-15	3-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-210_SpotB_OnAlumFoil19mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BKRARM210	RM-REM-210	2-Sep-15	2-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-210_SpotA_OnAlumFoil19mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BKRBRM210	RM-REM-210	3-Sep-15	3-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-210_SpotB_OnAlumFoil19mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
CARM210	RM-REM-210	31-Aug-15	31-Aug-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-210_SpotA_OnAlumFoil19mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CBRM210	RM-REM-210	2-Sep-15	2-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-210_SpotB_OnAlumFoil19mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BKR1RM210A	RM-REM-210-A	14-Dec-16	14-Dec-19	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-210-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM210A	RM-REM-210-A	14-Dec-16	14-Dec-19	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-210-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM210A	RM-REM-210-A	14-Dec-16	14-Dec-19	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-210-A_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BKR1RM210B	RM-REM-210-B	9-Jan-17	9-Jan-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-210-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM210B	RM-REM-210-B	9-Jan-17	9-Jan-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-210-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM210B	RM-REM-210-B	9-Jan-17	9-Jan-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-210-B_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BIRARM211	RM-REM-211	2-Sep-15	2-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-211_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRBRM211	RM-REM-211	11-Sep-15	11-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-211_SpotB_OnAlumFoil14mmDish	No	10.0	Out	Out	TXH	REM	SSERVI 				
BKRARM211	RM-REM-211	2-Sep-15	2-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-211_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
CARM211	RM-REM-211	31-Aug-15	31-Aug-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-211_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CBRM211	RM-REM-211	11-Sep-15	11-Sep-15	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-211_SpotB_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BKR1RM211A	RM-REM-211-A	19-Jul-17	19-Jul-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-211-A_On9mmDish	No	55.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM211A	RM-REM-211-A	19-Jul-17	19-Jul-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-211-A_On9mmDish	No	55.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM211A	RM-REM-211-A	18-Jul-17	18-Jul-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-211-A_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BKR1RM211B	RM-REM-211-B	11-Aug-17	11-Aug-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-211-B_On9mmDish	No	55.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM211B	RM-REM-211-B	11-Aug-17	11-Aug-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-211-B_On9mmDish	No	55.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM211B	RM-REM-211-B	10-Aug-17	10-Aug-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-211-B_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BIRARM212	RM-REM-212	2-Sep-15	2-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-212_SpotA_OnAlumFoil19mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BKRARM212	RM-REM-212	2-Sep-15	2-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-212_SpotA_OnAlumFoil19mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
CARM212	RM-REM-212	31-Aug-15	31-Aug-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-212_SpotA_OnAlumFoil19mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BKR1RM212A	RM-REM-212-A	14-Dec-16	14-Dec-19	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-212-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM212A	RM-REM-212-A	14-Dec-16	14-Dec-19	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-212-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM212A	RM-REM-212-A	14-Dec-16	14-Dec-19	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-212-A_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BKR1RM212B	RM-REM-212-B	9-Jan-17	9-Jan-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-212-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM212B	RM-REM-212-B	9-Jan-17	9-Jan-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-212-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM212B	RM-REM-212-B	9-Jan-17	9-Jan-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-212-B_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BIRARM213	RM-REM-213	2-Sep-15	2-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-213_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRARM213	RM-REM-213	2-Sep-15	2-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-213_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
CARM213	RM-REM-213	2-Sep-15	2-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-213_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BKR1RM213A	RM-REM-213-A	19-Jan-17	19-Jan-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-213-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM213A	RM-REM-213-A	19-Jan-17	19-Jan-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-213-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM213A	RM-REM-213-A	19-Jan-17	19-Jan-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-213-A_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BKR1RM213B	RM-REM-213-B	30-Jan-17	30-Jan-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-213-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM213B	RM-REM-213-B	30-Jan-17	30-Jan-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-213-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM213B	RM-REM-213-B	30-Jan-17	30-Jan-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-213-B_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BIRARM214	RM-REM-214	2-Sep-15	2-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-214_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRBRM214	RM-REM-214	11-Sep-15	11-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-214_SpotB_OnAlumFoil14mmDish	No	10.0	Out	Out	TXH	REM	SSERVI 				
BKRBRM214	RM-REM-214	11-Sep-15	11-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-214_SpotB_OnAlumFoil14mmDish	No	10.0	Out	Out	TXH	REM	SSERVI 				
CARM214	RM-REM-214	2-Sep-15	2-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-214_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CBRM214	RM-REM-214	10-Sep-15	10-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-214_SpotB_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BKR1RM214A	RM-REM-214-A	19-Jan-17	19-Jan-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-214-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM214A	RM-REM-214-A	19-Jan-17	19-Jan-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-214-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM214A	RM-REM-214-A	19-Jan-17	19-Jan-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-214-A_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BKR1RM214B	RM-REM-214-B	30-Jan-17	30-Jan-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-214-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM214B	RM-REM-214-B	30-Jan-17	30-Jan-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-214-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM214B	RM-REM-214-B	30-Jan-17	30-Jan-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-214-B_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BIRARM215	RM-REM-215	2-Sep-15	2-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-215_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRARM215	RM-REM-215	2-Sep-15	2-Sep-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-215_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRBRM215	RM-REM-215	11-Sep-15	11-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-215_SpotB_OnAlumFoil14mmDish	No	10.0	Out	Out	TXH	REM	SSERVI 				
CARM215	RM-REM-215	2-Sep-15	2-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-215_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CBRM215	RM-REM-215	10-Sep-15	10-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-215_SpotB_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BKR1RM215A	RM-REM-215-A	7-Jul-17	7-Jul-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-215-A_On9mmDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM215A	RM-REM-215-A	7-Jul-17	7-Jul-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-215-A_On9mmDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM215A	RM-REM-215-A	7-Jul-17	7-Jul-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-215-A_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BKR1RM215B	RM-REM-215-B	31-Aug-17	31-Aug-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-215-B_On9mmDish	No	55.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM215B	RM-REM-215-B	31-Aug-17	31-Aug-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-215-B_On9mmDish	No	55.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM215B	RM-REM-215-B	31-Aug-17	31-Aug-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-215-B_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BIRARM216	RM-REM-216	2-Sep-15	2-Sep-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-216_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
CARM216	RM-REM-216	2-Sep-15	2-Sep-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-216_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
BKR1RM216A	RM-REM-216-A	19-Jan-17	19-Jan-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-216-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM216A	RM-REM-216-A	19-Jan-17	19-Jan-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-216-A_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM216A	RM-REM-216-A	19-Jan-17	19-Jan-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-216-A_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
BKR1RM216B	RM-REM-216-B	30-Jan-17	30-Jan-20	BD-VNIR+BCF-FTIR2	300	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-216-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
BMR1RM216B	RM-REM-216-B	30-Jan-17	30-Jan-20	BCF-FTIR2	1428	25050	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-216-B_OnLgNicDish	No	150.0	Out	Out	EAF	REM	"SSERVI, Student"				
C1RM216B	RM-REM-216-B	30-Jan-17	30-Jan-20	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-216-B_On9mmDish	Yes	9.0	In 	In 	EAF	REM	"SSERVI, Student"				
C1RM217	RM-REM-217	5-Nov-15	5-Nov-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-217_On9mmDish	Yes	5.0	In 	In 	REM	REM	MDA				
BIRARM222	RM-REM-222	24-Jul-15	24-Jul-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-222_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRARM222	RM-REM-222	18-Aug-15	18-Aug-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-222_SpotA_OnAlumFoil19mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRBRM222	RM-REM-222	24-Jul-15	24-Jul-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-222_SpotB_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BIRBRM222	RM-REM-222	28-Aug-15	28-Aug-18	BCF-FTIR2	833	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-222_SpotB_OnAlumFoil19mmDish	No	20.0	Out	Out	TXH	REM	SSERVI 				
BKRARM222	RM-REM-222	24-Jul-15	24-Jul-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-222_SpotA_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BKRBRM222	RM-REM-222	24-Jul-15	24-Jul-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-222_SpotB_OnAlumFoil14mmDish	No	150.0	Out	Out	TXH	REM	SSERVI 				
BKRBRM222	RM-REM-222	28-Aug-15	28-Aug-18	BD-VNIR+B?F-FTIR2	300	99719	4.0	NA	NA	NA	NA	Room	Dry air	RM-REM-222_SpotB_OnAlumFoil19mmDish	No	20.0	Out	Out	TXH	REM	SSERVI 				
CARM222	RM-REM-222	22-Jul-15	21-Jul-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-222_SpotA_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CARM222	RM-REM-222	13-Aug-15	13-Aug-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-222_SpotA_OnAlumFoil19mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CBRM222	RM-REM-222	22-Jul-15	21-Jul-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-222_SpotB_OnAlumFoil14mmDish	Yes	5.0	In 	In 	TXH	REM	SSERVI 				
CBRM222	RM-REM-222	27-Jul-15	28-Jul-18	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient	RM-REM-222_SpotB_OnAlumFoil19mmDish	Yes	1.5	In 	In 	TXH	REM	SSERVI 				
C1RN01	RN-RMN-001	7-Apr-98	31-Dec-01	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient						RNN						
LARN01	RN-RMN-001	10-Apr-98	31-Dec-01	BD-VNIR+BC-FTIR1	300	25920	9.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RMN						
C1RN02	RN-RMN-002	7-Apr-98	31-Dec-01	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient						RNN						
LARN02	RN-RMN-002	10-Apr-98	31-Dec-01	BD-VNIR+BC-FTIR1	300	25920	9.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RMN						
C1RN03	RN-RMN-003	7-Apr-98	31-Dec-01	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient						RNN						
LARN03	RN-RMN-003	10-Apr-98	31-Dec-01	BD-VNIR+BC-FTIR1	300	25920	9.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RMN						
C1RP01	RP-CMP-001	10-Oct-84	31-Dec-00	BD-VNIR	700	1800	10.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C1RP02	RP-CMP-002	18-Aug-86	31-Dec-00	BD-VNIR	350	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C1RR01	RR-CMP-001	13-Mar-91	31-Dec-00	BD-VNIR	300	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C1RR02	RR-CMP-002	13-Mar-91	31-Dec-00	BD-VNIR	300	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C1RR03	RR-CMP-003	13-Mar-91	31-Dec-00	BD-VNIR	300	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C1RR04	RR-CMP-004	27-Mar-91	31-Dec-00	BD-VNIR	300	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C1RR05	RR-CMP-005	27-Mar-91	31-Dec-00	BD-VNIR	300	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C1RR06	RR-CMP-006	27-Mar-91	31-Dec-00	BD-VNIR	300	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
C1RR07	RR-CMP-007	27-Mar-91	31-Dec-00	BD-VNIR	300	2700	5.0	30.0	0.0	0.0	30.0	Room	Ambient						CMP						
CERR08	RR-SPC-008-E	1-Dec-94	31-Dec-00	BD-VNIR	350	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						SPC						
CIRR08	RR-SPC-008-I	30-Nov-94	31-Dec-00	BD-VNIR	350	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						SPC						
CERR09	RR-SPC-009-E	1-Dec-94	31-Dec-00	BD-VNIR	350	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						SPC						
CIRR09	RR-SPC-009-I	30-Nov-94	31-Dec-00	BD-VNIR	350	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						SPC						
CERR10	RR-SPC-010-E	1-Dec-94	31-Dec-00	BD-VNIR	350	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						SPC						
CIRR10	RR-SPC-010-I	1-Dec-94	31-Dec-00	BD-VNIR	350	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						SPC						
CBRR11	RR-SPC-011-B	2-Dec-94	31-Dec-00	BD-VNIR	350	2600	10.0	30.0	0.0	0.0	30.0	Room	Ambient						SPC						
