SpectrumID	SampleID	Date	ReleaseDate	SpecCode	Start	Stop	Resolution	SourceAngle	DetectAngle	AzimuthAngle	PhaseAngle	Temperature	Atmosphere	PhotoFile	Spinning	Aperture	Scrambler	Depolarizer	User	NASA_PI_Sponsor	ResearchType	Reference			
C1DL10A	DL-CMP-010-A	3-Aug-05	3-Aug-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C2DL10A	DL-CMP-010-A	4-Aug-05	4-Aug-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL10A	DL-CMP-010-A	4-Aug-06	4-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	CMP	MDD	"PGG, Student "				
BKR1DL011	DL-CMP-011	31-Aug-04	31-Aug-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL11	DL-CMP-011	27-Aug-04	30-Aug-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
BIR1DL011A	DL-CMP-011-A	3-Aug-05	4-Aug-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	55.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL011A	DL-CMP-011-A	4-Aug-05	4-Aug-08	BD-VNIR+B?F-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	55.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL11A	DL-CMP-011-A	3-Aug-05	3-Aug-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C2DL11A	DL-CMP-011-A	4-Aug-05	4-Aug-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL11A	DL-CMP-011-A	4-Aug-06	4-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	CMP	MDD	"PGG, Student "				
BKR1DL012	DL-CMP-012	3-Sep-04	30-Aug-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL12	DL-CMP-012	31-Aug-04	31-Aug-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
BIR1DL012A	DL-CMP-012-A	14-Apr-05	14-Apr-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL012A	DL-CMP-012-A	14-Apr-05	14-Apr-08	BD-VNIR+B?F-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL12A	DL-CMP-012-A	11-Apr-05	12-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C2DL12A	DL-CMP-012-A	12-Apr-05	12-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL12A	DL-CMP-012-A	3-Aug-06	3-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	CMP	MDD	"PGG, Student "				
BKR1DL013	DL-CMP-013	31-Aug-04	31-Aug-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL13	DL-CMP-013	27-Aug-04	30-Aug-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
BIR1DL013A	DL-CMP-013-A	14-Apr-05	14-Apr-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL013A	DL-CMP-013-A	14-Apr-05	14-Apr-08	BD-VNIR+B?F-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL13A	DL-CMP-013-A	11-Apr-05	12-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C2DL13A	DL-CMP-013-A	12-Apr-05	12-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL13A	DL-CMP-013-A	3-Aug-06	3-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	CMP	MDD	"PGG, Student "				
BKR1DL014	DL-CMP-014	3-Sep-04	3-Sep-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL14	DL-CMP-014	31-Aug-04	31-Aug-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	PGG				
BIR1DL014A	DL-CMP-014-A	29-Apr-05	29-Apr-08	BCF-FTIR2	2000	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	20.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL014A	DL-CMP-014-A	29-Apr-05	29-Apr-08	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	20.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL14A	DL-CMP-014-A	26-Apr-05	26-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	"PGG, Student "				
C2DL14A	DL-CMP-014-A	27-Apr-05	27-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	"PGG, Student "				
C4DL14A	DL-CMP-014-A	22-Aug-06	22-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	CMP	MDD	"PGG, Student "				
BKR1DL015	DL-CMP-015	31-Aug-04	31-Aug-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL15	DL-CMP-015	26-Aug-04	30-Aug-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
BIR1DL015A	DL-CMP-015-A	14-Apr-05	14-Apr-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL015A	DL-CMP-015-A	14-Apr-05	14-Apr-08	BD-VNIR+B?F-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL15A	DL-CMP-015-A	12-Apr-05	12-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C2DL15A	DL-CMP-015-A	12-Apr-05	12-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL15A	DL-CMP-015-A	3-Aug-06	3-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	CMP	MDD	"PGG, Student "				
BKR1DL016	DL-CMP-016	3-Sep-04	3-Sep-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL16	DL-CMP-016	31-Aug-04	31-Aug-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	PGG				
BIR1DL016A	DL-CMP-016-A	26-Apr-05	26-Apr-08	BCF-FTIR2	2000	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	20.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL016A	DL-CMP-016-A	26-Apr-05	26-Apr-08	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	20.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL16A	DL-CMP-016-A	26-Apr-05	22-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	"PGG, Student "				
C2DL16A	DL-CMP-016-A	22-Apr-05	22-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	"PGG, Student "				
C3DL16A	DL-CMP-016-A	24-Aug-06	24-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	CMP	MDD	"PGG, Student "				
BIR1DL017A	DL-CMP-017-A	27-Sep-04	27-Sep-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	MDD	CMP	PGG				
BKR1DL017A	DL-CMP-017-A	27-Sep-04	27-Sep-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL17A	DL-CMP-017-A	23-Sep-04	22-Sep-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL17A	DL-CMP-017-A	6-Jul-05	6-Jul-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL17A	DL-CMP-017-A	9-Aug-06	9-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	CMP	MDD	"PGG, Student "				
BIR1DL018A	DL-CMP-018-A	27-Sep-04	27-Sep-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	MDD	CMP	PGG				
BKR1DL018A	DL-CMP-018-A	27-Sep-04	27-Sep-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL18A	DL-CMP-018-A	23-Sep-04	22-Sep-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL18A	DL-CMP-018-A	6-Jul-05	6-Jul-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL18A	DL-CMP-018-A	4-Aug-06	4-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	CMP	MDD	"PGG, Student "				
BIR1DL019A	DL-CMP-019-A	27-Sep-04	27-Sep-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	MDD	CMP	PGG				
BKR1DL019A	DL-CMP-019-A	27-Sep-04	27-Sep-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	MDD	CMP	PGG				
C1DL19A	DL-CMP-019-A	23-Sep-04	22-Sep-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL19A	DL-CMP-019-A	6-Jul-05	6-Jul-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL19A	DL-CMP-019-A	9-Aug-06	9-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	CMP	MDD	"PGG, Student "				
BIR1DL020A	DL-CMP-020-A	3-Dec-04	3-Dec-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL020A	DL-CMP-020-A	3-Dec-04	3-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL20A	DL-CMP-020-A	1-Dec-04	16-Nov-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL20A	DL-CMP-020-A	30-Mar-05	30-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL021A	DL-CMP-021-A	3-Dec-04	3-Dec-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL021A	DL-CMP-021-A	3-Dec-04	3-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL21A	DL-CMP-021-A	1-Dec-04	16-Nov-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL21A	DL-CMP-021-A	30-Mar-05	30-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL21A	DL-CMP-021-A	9-May-06	9-May-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL022A	DL-CMP-022-A	3-Dec-04	3-Dec-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL022A	DL-CMP-022-A	3-Dec-04	3-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL22A	DL-CMP-022-A	1-Dec-04	16-Nov-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL22A	DL-CMP-022-A	28-Mar-05	28-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL023A	DL-CMP-023-A	3-Dec-04	3-Dec-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL023A	DL-CMP-023-A	3-Dec-04	3-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL23A	DL-CMP-023-A	1-Dec-04	16-Nov-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL23A	DL-CMP-023-A	29-Mar-05	29-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL23A	DL-CMP-023-A	9-May-06	9-May-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL024A	DL-CMP-024-A	3-Dec-04	3-Dec-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL024A	DL-CMP-024-A	3-Dec-04	3-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL24A	DL-CMP-024-A	1-Dec-04	2-Dec-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL24A	DL-CMP-024-A	30-Mar-05	30-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL24A	DL-CMP-024-A	9-May-06	9-May-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL025A	DL-CMP-025-A	3-Dec-04	3-Dec-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL025A	DL-CMP-025-A	3-Dec-04	3-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL25A	DL-CMP-025-A	1-Dec-04	2-Dec-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL25A	DL-CMP-025-A	29-Mar-05	29-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL25A	DL-CMP-025-A	9-May-06	9-May-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C4DL25A	DL-CMP-025-A	23-Jan-08	22-Jan-11	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	6.0	In 	Out	RLK	CMP	"PGG, Student "				
C5DL25A	DL-CMP-025-A	18-Jan-08	18-Jan-11	BD-VNIR	280	400	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	In 	Out	RLK	CMP	"PGG, Student "				
BIR1DL026A	DL-CMP-026-A	3-Dec-04	3-Dec-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL026A	DL-CMP-026-A	3-Dec-04	3-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL26A	DL-CMP-026-A	3-Dec-04	2-Dec-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL26A	DL-CMP-026-A	29-Mar-05	29-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL26A	DL-CMP-026-A	9-May-06	9-May-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C4DL26A	DL-CMP-026-A	23-Jan-08	22-Jan-11	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	6.0	In 	Out	RLK	CMP	"PGG, Student "				
C5DL26A	DL-CMP-026-A	18-Jan-08	18-Jan-11	BD-VNIR	280	400	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	In 	Out	RLK	CMP	"PGG, Student "				
BIR1DL027A	DL-CMP-027-A	3-Dec-04	3-Dec-07	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL027A	DL-CMP-027-A	3-Dec-04	3-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL27A	DL-CMP-027-A	3-Dec-04	2-Dec-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL27A	DL-CMP-027-A	28-Mar-05	28-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL028A	DL-CMP-028-A	10-Dec-04	10-Dec-07	BCF-FTIR2	2000	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL028A	DL-CMP-028-A	10-Dec-04	10-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL28A	DL-CMP-028-A	7-Dec-04	7-Dec-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	PGG				
C2DL28A	DL-CMP-028-A	31-Mar-05	31-Mar-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL28A	DL-CMP-028-A	9-May-06	9-May-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL029A	DL-CMP-029-A	10-Dec-04	10-Dec-07	BCF-FTIR2	2000	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL029A	DL-CMP-029-A	10-Dec-04	10-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL29A	DL-CMP-029-A	8-Dec-04	8-Dec-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	PGG				
BIR1DL030A	DL-CMP-030-A	10-Dec-04	10-Dec-07	BCF-FTIR2	2000	49859	4.0	NA	NA	NA	NA	Room	Dry air		No		Out	Out	RLK	CMP	"PGG, Student"				
BKR1DL030A	DL-CMP-030-A	10-Dec-04	10-Dec-07	BD-VNIR+BCF-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No		Out	Out	RLK	CMP	"PGG, Student"				
C1DL30A	DL-CMP-030-A	8-Dec-04	8-Dec-07	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	PGG				
BIR1DL031A	DL-CMP-031-A	7-Apr-05	7-Apr-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL031A	DL-CMP-031-A	7-Apr-05	7-Apr-08	BD-VNIR+B?F-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL31A	DL-CMP-031-A	1-Apr-05	4-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	"PGG, Student "				
C2DL31A	DL-CMP-031-A	4-Apr-05	4-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	Out	Out	MDD	CMP	"PGG, Student "				
BIR1DL032A	DL-CMP-032-A	8-Apr-05	8-Apr-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL032A	DL-CMP-032-A	8-Apr-05	8-Apr-08	BD-VNIR+B?F-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL32A	DL-CMP-032-A	6-Apr-05	5-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C2DL32A	DL-CMP-032-A	5-Apr-05	5-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL033A	DL-CMP-033-A	8-Apr-05	8-Apr-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL033A	DL-CMP-033-A	8-Apr-05	8-Apr-08	BD-VNIR+B?F-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL33A	DL-CMP-033-A	6-Apr-05	5-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C2DL33A	DL-CMP-033-A	5-Apr-05	5-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C3DL33A	DL-CMP-033-A	17-Aug-06	17-Aug-09	BD-VNIR	400	600	1.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	3.5	In 	Out	CMP	MDD	"PGG, Student "				
BIR1DL034A	DL-CMP-034-A	8-Apr-05	8-Apr-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
BKR1DL034A	DL-CMP-034-A	8-Apr-05	8-Apr-08	BD-VNIR+B?F-FTIR2	300	49859	4.0	NA	NA	NA	NA	Room	Ambient+Dry		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
C1DL34A	DL-CMP-034-A	6-Apr-05	7-Apr-08	BD-VNIR	300	2600	5.0	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
C2DL34A	DL-CMP-034-A	7-Apr-05	7-Apr-08	BD-VNIR	410	590	0.5	30.0	0.0	0.0	30.0	Room	Ambient		Yes	7.0	In 	Out	MDD	CMP	"PGG, Student "				
BIR1DL035A	DL-CMP-035-A	8-Apr-05	8-Apr-08	BCF-FTIR2	1667	49859	4.0	NA	NA	NA	NA	Room	Dry air		No	50.0	Out	Out	MDD	CMP	"PGG, Student "				
