PI	Sub-Code	Wavelength Corrected File	Original  File	Sample ID	Date	Start	Stop	Rel	Source Angle	Detect Angle
JBA	LS	CLS677.DAT	WLS677.DAT	LS-JBA-255    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS680.DAT	WLS680.DAT	LS-JBA-256    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS681.DAT	WLS681.DAT	LS-JBA-256    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS684.DAT	WLS684.DAT	LS-JBA-257    	16-Dec-90	547	2537	5	NA	NA
JBA	LS	CLS685.DAT	WLS685.DAT	LS-JBA-257    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS686.DAT	WLS686.DAT	LS-JBA-257    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS687.DAT	WLS687.DAT	LS-JBA-258    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS688.DAT	WLS688.DAT	LS-JBA-258    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS689.DAT	WLS689.DAT	LS-JBA-258    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS856.DAT	WLS856.DAT	LS-JBA-259    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS857.DAT	WLS857.DAT	LS-JBA-259    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS854.DAT	WLS854.DAT	LS-JBA-260    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS855.DAT	WLS855.DAT	LS-JBA-260    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS808.DAT	WLS808.DAT	LS-JBA-261    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS809.DAT	WLS809.DAT	LS-JBA-261    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS810.DAT	WLS810.DAT	LS-JBA-261-M  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS811.DAT	WLS811.DAT	LS-JBA-261-M1 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS812.DAT	WLS812.DAT	LS-JBA-261-M2 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS636.DAT	WLS636.DAT	LS-JBA-263    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS637.DAT	WLS637.DAT	LS-JBA-263    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS638.DAT	WLS638.DAT	LS-JBA-263    	16-Dec-90	351	2357	5	NA	NA
JBA	LS	CLS628.DAT	WLS628.DAT	LS-JBA-264    	16-Dec-90	547	2537	5	NA	NA
JBA	LS	CLS650.DAT	WLS650.DAT	LS-JBA-264    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS630.DAT	WLS630.DAT	LS-JBA-265    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS652.DAT	WLS652.DAT	LS-JBA-266    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS653.DAT	WLS653.DAT	LS-JBA-266    	16-Dec-90	351	1367	5	NA	NA
JBA	LS	CLS654.DAT	WLS654.DAT	LS-JBA-266    	16-Dec-90	547	2537	5	NA	NA
JBA	LS	CLS624.DAT	WLS624.DAT	LS-JBA-267    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS625.DAT	WLS625.DAT	LS-JBA-267    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS639.DAT	WLS639.DAT	LS-JBA-268    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS640.DAT	WLS640.DAT	LS-JBA-268    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS641.DAT	WLS641.DAT	LS-JBA-268    	16-Dec-90	639	2537	5	NA	NA
JBA	LS	CLS642.DAT	WLS642.DAT	LS-JBA-268    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS643.DAT	WLS643.DAT	LS-JBA-268    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS678.DAT	WLS678.DAT	LS-JBA-269    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS679.DAT	WLS679.DAT	LS-JBA-269    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS682.DAT	WLS682.DAT	LS-JBA-270    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS683.DAT	WLS683.DAT	LS-JBA-270    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS626.DAT	WLS626.DAT	LS-JBA-271    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS627.DAT	WLS627.DAT	LS-JBA-271    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS631.DAT	WLS631.DAT	LS-JBA-272    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS634.DAT	WLS634.DAT	LS-JBA-272    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS813.DAT	WLS813.DAT	LS-JBA-273    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS814.DAT	WLS814.DAT	LS-JBA-273    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS815.DAT	WLS815.DAT	LS-JBA-273    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS816.DAT	WLS816.DAT	LS-JBA-273    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS817.DAT	WLS817.DAT	LS-JBA-274    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS818.DAT	WLS818.DAT	LS-JBA-274    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS819.DAT	WLS819.DAT	LS-JBA-275    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS820.DAT	WLS820.DAT	LS-JBA-275    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS821.DAT	WLS821.DAT	LS-JBA-275    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS822.DAT	WLS822.DAT	LS-JBA-275    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS397.DAT	WLS397.DAT	LS-JBA-LS-JBA-	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS714.DAT	WLS714.DAT	LS-JBA-P1     	16-Dec-90	2092	2537	5	NA	NA
JBA	MF	CLS160.DAT	WLS160.DAT	MF-JBA-001    	2-Jul-85	351	2515	3	NA	NA
JBA	MF	CLS161.DAT	WLS161.DAT	MF-JBA-001    	2-Jul-85	351	2515	3	NA	NA
JBA	MF	CLS324.DAT	WLS324.DAT	MF-JBA-001    	2-Jul-85	351	2515	3	NA	NA
JBA	MF	CLS330.DAT	WLS330.DAT	MF-JBA-001    	2-Jul-85	351	2515	3	NA	NA
JBA	MF	CLS512.DAT	WLS512.DAT	MF-JBA-001    	2-Jul-85	351	2515	3	NA	NA
JBA	SA	CLS701.DAT	WLS701.DAT	SA-JBA-001    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS702.DAT	WLS702.DAT	SA-JBA-002    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS703.DAT	WLS703.DAT	SA-JBA-003    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS704.DAT	WLS704.DAT	SA-JBA-004    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS705.DAT	WLS705.DAT	SA-JBA-005    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS706.DAT	WLS706.DAT	SA-JBA-006    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS707.DAT	WLS707.DAT	SA-JBA-007    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS708.DAT	WLS708.DAT	SA-JBA-008    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS709.DAT	WLS709.DAT	SA-JBA-009    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS710.DAT	WLS710.DAT	SA-JBA-010    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS711.DAT	WLS711.DAT	SA-JBA-010    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS712.DAT	WLS712.DAT	SA-JBA-011    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS713.DAT	WLS713.DAT	SA-JBA-012    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS690.DAT	WLS690.DAT	SA-JBA-013    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS691.DAT	WLS691.DAT	SA-JBA-014    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS692.DAT	WLS692.DAT	SA-JBA-015    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS693.DAT	WLS693.DAT	SA-JBA-016    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS694.DAT	WLS694.DAT	SA-JBA-017    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS695.DAT	WLS695.DAT	SA-JBA-018    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS696.DAT	WLS696.DAT	SA-JBA-019    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS697.DAT	WLS697.DAT	SA-JBA-020    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS698.DAT	WLS698.DAT	SA-JBA-021    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS699.DAT	WLS699.DAT	SA-JBA-022    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS700.DAT	WLS700.DAT	SA-JBA-023    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS848.DAT	WLS848.DAT	SA-JBA-024    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS849.DAT	WLS849.DAT	SA-JBA-024    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS780.DAT	WLS780.DAT	SA-JBA-025    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS781.DAT	WLS781.DAT	SA-JBA-025    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS823.DAT	WLS823.DAT	SA-JBA-026    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS824.DAT	WLS824.DAT	SA-JBA-027    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS825.DAT	WLS825.DAT	SA-JBA-028    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS826.DAT	WLS826.DAT	SA-JBA-029    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS827.DAT	WLS827.DAT	SA-JBA-029    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS828.DAT	WLS828.DAT	SA-JBA-029    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS829.DAT	WLS829.DAT	SA-JBA-030    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS830.DAT	WLS830.DAT	SA-JBA-030    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS831.DAT	WLS831.DAT	SA-JBA-030    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS832.DAT	WLS832.DAT	SA-JBA-031    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS833.DAT	WLS833.DAT	SA-JBA-031    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS745.DAT	WLS745.DAT	SA-JBA-032    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS746.DAT	WLS746.DAT	SA-JBA-033    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS747.DAT	WLS747.DAT	SA-JBA-034    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS834.DAT	WLS834.DAT	SA-JBA-034    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS748.DAT	WLS748.DAT	SA-JBA-035    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS749.DAT	WLS749.DAT	SA-JBA-036    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS750.DAT	WLS750.DAT	SA-JBA-037    	16-Dec-90	366	2537	5	NA	NA
JBA	SA	CLS751.DAT	WLS751.DAT	SA-JBA-038    	16-Dec-90	366	2537	5	NA	NA
JBA	SA	CLS752.DAT	WLS752.DAT	SA-JBA-039    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS753.DAT	WLS753.DAT	SA-JBA-040    	16-Dec-90	366	2537	5	NA	NA
JBA	SA	CLS754.DAT	WLS754.DAT	SA-JBA-041    	16-Dec-90	366	2537	5	NA	NA
JBA	SA	CLS755.DAT	WLS755.DAT	SA-JBA-042    	16-Dec-90	351	2537	5	NA	NA
JBA	SA	CLS756.DAT	WLS756.DAT	SA-JBA-043    	16-Dec-90	351	2537	5	NA	NA
