PI	Sub-Code	Wavelength Corrected File	Original  File	Sample ID	Date	Start	Stop	Rel	Source Angle	Detect Angle
JBA	LS	CLS388.DAT	WLS388.DAT	LS-JBA-177-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS767.DAT	WLS767.DAT	LS-JBA-177-M  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS010.DAT	WLS010.DAT	LS-JBA-177-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS768.DAT	WLS768.DAT	LS-JBA-177-N  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS218.DAT	WLS218.DAT	LS-JBA-177-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS766.DAT	WLS766.DAT	LS-JBA-177-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS430.DAT	WLS430.DAT	LS-JBA-178    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS208.DAT	WLS208.DAT	LS-JBA-179    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS769.DAT	WLS769.DAT	LS-JBA-179    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS223.DAT	WLS223.DAT	LS-JBA-180-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS772.DAT	WLS772.DAT	LS-JBA-180-M  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS014.DAT	WLS014.DAT	LS-JBA-180-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS771.DAT	WLS771.DAT	LS-JBA-180-N  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS392.DAT	WLS392.DAT	LS-JBA-180-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS770.DAT	WLS770.DAT	LS-JBA-180-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS345.DAT	WLS345.DAT	LS-JBA-181-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS773.DAT	WLS773.DAT	LS-JBA-181-M  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS349.DAT	WLS349.DAT	LS-JBA-181-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS774.DAT	WLS774.DAT	LS-JBA-181-N  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS341.DAT	WLS341.DAT	LS-JBA-181-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS017.DAT	WLS017.DAT	LS-JBA-182-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS776.DAT	WLS776.DAT	LS-JBA-182-M  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS396.DAT	WLS396.DAT	LS-JBA-182-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS775.DAT	WLS775.DAT	LS-JBA-182-N  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS215.DAT	WLS215.DAT	LS-JBA-183-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS779.DAT	WLS779.DAT	LS-JBA-183-M  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS018.DAT	WLS018.DAT	LS-JBA-183-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS778.DAT	WLS778.DAT	LS-JBA-183-N  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS398.DAT	WLS398.DAT	LS-JBA-183-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS777.DAT	WLS777.DAT	LS-JBA-183-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS205.DAT	WLS205.DAT	LS-JBA-200    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS034.DAT	WLS034.DAT	LS-JBA-201    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS098.DAT	WLS098.DAT	LS-JBA-201    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS231.DAT	WLS231.DAT	LS-JBA-201    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS239.DAT	WLS239.DAT	LS-JBA-201    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS410.DAT	WLS410.DAT	LS-JBA-201    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS472.DAT	WLS472.DAT	LS-JBA-201    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS513.DAT	WLS513.DAT	LS-JBA-201    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS614.DAT	WLS614.DAT	LS-JBA-201    	22-Apr-86	351	2515	3	NA	NA
JBA	LS	CLS616.DAT	WLS616.DAT	LS-JBA-201    	24-Apr-86	351	2515	3	NA	NA
JBA	LS	CLS835.DAT	WLS835.DAT	LS-JBA-201    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS836.DAT	WLS836.DAT	LS-JBA-201    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS837.DAT	WLS837.DAT	LS-JBA-201    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS838.DAT	WLS838.DAT	LS-JBA-201    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS839.DAT	WLS839.DAT	LS-JBA-201    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS003.DAT	WLS003.DAT	LS-JBA-202-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS491.DAT	WLS491.DAT	LS-JBA-202-N1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS529.DAT	WLS529.DAT	LS-JBA-202-N1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS842.DAT	WLS842.DAT	LS-JBA-202-N1 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS004.DAT	WLS004.DAT	LS-JBA-202-N2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS532.DAT	WLS532.DAT	LS-JBA-202-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS840.DAT	WLS840.DAT	LS-JBA-202-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS841.DAT	WLS841.DAT	LS-JBA-202-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS514.DAT	WLS514.DAT	LS-JBA-203    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS403.DAT	WLS403.DAT	LS-JBA-204    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS843.DAT	WLS843.DAT	LS-JBA-204    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS515.DAT	WLS515.DAT	LS-JBA-205    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS489.DAT	WLS489.DAT	LS-JBA-206    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS121.DAT	WLS121.DAT	LS-JBA-207    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS319.DAT	WLS319.DAT	LS-JBA-208-M1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS035.DAT	WLS035.DAT	LS-JBA-208-M2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS846.DAT	WLS846.DAT	LS-JBA-208-M2 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS383.DAT	WLS383.DAT	LS-JBA-208-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS011.DAT	WLS011.DAT	LS-JBA-208-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS210.DAT	WLS210.DAT	LS-JBA-208-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS844.DAT	WLS844.DAT	LS-JBA-208-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS845.DAT	WLS845.DAT	LS-JBA-208-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS490.DAT	WLS490.DAT	LS-JBA-209    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS374.DAT	WLS374.DAT	LS-JBA-210    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS111.DAT	WLS111.DAT	LS-JBA-211-MX1	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS426.DAT	WLS426.DAT	LS-JBA-211-MX2	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS164.DAT	WLS164.DAT	LS-JBA-211-NX1	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS049.DAT	WLS049.DAT	LS-JBA-211-NX2	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS196.DAT	WLS196.DAT	LS-JBA-211-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS292.DAT	WLS292.DAT	LS-JBA-211-X  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS209.DAT	WLS209.DAT	LS-JBA-212    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS847.DAT	WLS847.DAT	LS-JBA-212    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS516.DAT	WLS516.DAT	LS-JBA-213    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS152.DAT	WLS152.DAT	LS-JBA-214    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS154.DAT	WLS154.DAT	LS-JBA-215    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS323.DAT	WLS323.DAT	LS-JBA-216-M1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS356.DAT	WLS356.DAT	LS-JBA-216-M2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS302.DAT	WLS302.DAT	LS-JBA-216-N1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS361.DAT	WLS361.DAT	LS-JBA-216-N2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS617.DAT	WLS617.DAT	LS-JBA-216-P  	24-Apr-86	351	2515	3	NA	NA
JBA	LS	CLS328.DAT	WLS328.DAT	LS-JBA-216-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS346.DAT	WLS346.DAT	LS-JBA-216-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS352.DAT	WLS352.DAT	LS-JBA-216-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS084.DAT	WLS084.DAT	LS-JBA-217-M1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS400.DAT	WLS400.DAT	LS-JBA-217-M2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS151.DAT	WLS151.DAT	LS-JBA-217-N1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS021.DAT	WLS021.DAT	LS-JBA-217-N2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS385.DAT	WLS385.DAT	LS-JBA-217-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS273.DAT	WLS273.DAT	LS-JBA-217-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS112.DAT	WLS112.DAT	LS-JBA-218-M1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS427.DAT	WLS427.DAT	LS-JBA-218-M2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS165.DAT	WLS165.DAT	LS-JBA-218-N1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS050.DAT	WLS050.DAT	LS-JBA-218-N2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS293.DAT	WLS293.DAT	LS-JBA-218-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS782.DAT	WLS782.DAT	LS-JBA-218-P1 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS783.DAT	WLS783.DAT	LS-JBA-218-P1 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS001.DAT	WLS001.DAT	LS-JBA-218-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS157.DAT	WLS157.DAT	LS-JBA-219    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS333.DAT	WLS333.DAT	LS-JBA-220-M1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS371.DAT	WLS371.DAT	LS-JBA-220-M2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS788.DAT	WLS788.DAT	LS-JBA-220-M2 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS789.DAT	WLS789.DAT	LS-JBA-220-M2 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS305.DAT	WLS305.DAT	LS-JBA-220-N1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS058.DAT	WLS058.DAT	LS-JBA-220-N2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS787.DAT	WLS787.DAT	LS-JBA-220-N2 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS336.DAT	WLS336.DAT	LS-JBA-220-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS369.DAT	WLS369.DAT	LS-JBA-220-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS785.DAT	WLS785.DAT	LS-JBA-220-P2 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS786.DAT	WLS786.DAT	LS-JBA-220-P2 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS784.DAT	WLS784.DAT	LS-JBA-220-P3 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS002.DAT	WLS002.DAT	LS-JBA-221    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS790.DAT	WLS790.DAT	LS-JBA-221    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS191.DAT	WLS191.DAT	LS-JBA-222-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS193.DAT	WLS193.DAT	LS-JBA-222-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS791.DAT	WLS791.DAT	LS-JBA-222-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS792.DAT	WLS792.DAT	LS-JBA-222-P  	16-Dec-90	547	2537	5	NA	NA
JBA	LS	CLS793.DAT	WLS793.DAT	LS-JBA-222-P  	16-Dec-90	547	2537	5	NA	NA
JBA	LS	CLS794.DAT	WLS794.DAT	LS-JBA-222-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS795.DAT	WLS795.DAT	LS-JBA-222-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS796.DAT	WLS796.DAT	LS-JBA-222-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS797.DAT	WLS797.DAT	LS-JBA-222-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS798.DAT	WLS798.DAT	LS-JBA-222-P  	16-Dec-90	547	1547	5	NA	NA
JBA	LS	CLS005.DAT	WLS005.DAT	LS-JBA-223    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS006.DAT	WLS006.DAT	LS-JBA-223    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS658.DAT	WLS658.DAT	LS-JBA-224    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS659.DAT	WLS659.DAT	LS-JBA-224    	16-Dec-90	351	1457	5	NA	NA
JBA	LS	CLS033.DAT	WLS033.DAT	LS-JBA-224-M1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS657.DAT	WLS657.DAT	LS-JBA-224-M1 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS463.DAT	WLS463.DAT	LS-JBA-224-M2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS230.DAT	WLS230.DAT	LS-JBA-224-N1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS322.DAT	WLS322.DAT	LS-JBA-224-N2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS085.DAT	WLS085.DAT	LS-JBA-224-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS440.DAT	WLS440.DAT	LS-JBA-224-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS441.DAT	WLS441.DAT	LS-JBA-224-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS444.DAT	WLS444.DAT	LS-JBA-224-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS518.DAT	WLS518.DAT	LS-JBA-225-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS027.DAT	WLS027.DAT	LS-JBA-225-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS226.DAT	WLS226.DAT	LS-JBA-225-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS405.DAT	WLS405.DAT	LS-JBA-225-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS068.DAT	WLS068.DAT	LS-JBA-225-P3 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS071.DAT	WLS071.DAT	LS-JBA-225-P3 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS075.DAT	WLS075.DAT	LS-JBA-225-P3 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS078.DAT	WLS078.DAT	LS-JBA-225-P3 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS222.DAT	WLS222.DAT	LS-JBA-226    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS799.DAT	WLS799.DAT	LS-JBA-226    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS213.DAT	WLS213.DAT	LS-JBA-227    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS800.DAT	WLS800.DAT	LS-JBA-227    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS502.DAT	WLS502.DAT	LS-JBA-228    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS199.DAT	WLS199.DAT	LS-JBA-229-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS200.DAT	WLS200.DAT	LS-JBA-229-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS801.DAT	WLS801.DAT	LS-JBA-229-M  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS201.DAT	WLS201.DAT	LS-JBA-229-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS202.DAT	WLS202.DAT	LS-JBA-229-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS802.DAT	WLS802.DAT	LS-JBA-229-N  	16-Dec-90	351	1547	5	NA	NA
JBA	LS	CLS203.DAT	WLS203.DAT	LS-JBA-229-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS204.DAT	WLS204.DAT	LS-JBA-229-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS061.DAT	WLS061.DAT	LS-JBA-230-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS250.DAT	WLS250.DAT	LS-JBA-230-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS420.DAT	WLS420.DAT	LS-JBA-230-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS803.DAT	WLS803.DAT	LS-JBA-230-P1 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS804.DAT	WLS804.DAT	LS-JBA-230-P1 	16-Dec-90	351	1997	5	NA	NA
JBA	LS	CLS805.DAT	WLS805.DAT	LS-JBA-230-P1 	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS278.DAT	WLS278.DAT	LS-JBA-230-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS280.DAT	WLS280.DAT	LS-JBA-230-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS284.DAT	WLS284.DAT	LS-JBA-230-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS190.DAT	WLS190.DAT	LS-JBA-231    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS194.DAT	WLS194.DAT	LS-JBA-231    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS122.DAT	WLS122.DAT	LS-JBA-232-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS806.DAT	WLS806.DAT	LS-JBA-232-M  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS176.DAT	WLS176.DAT	LS-JBA-232-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS807.DAT	WLS807.DAT	LS-JBA-232-N  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS178.DAT	WLS178.DAT	LS-JBA-232-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS195.DAT	WLS195.DAT	LS-JBA-232-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS184.DAT	WLS184.DAT	LS-JBA-233    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS187.DAT	WLS187.DAT	LS-JBA-233    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS743.DAT	WLS743.DAT	LS-JBA-233    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS300.DAT	WLS300.DAT	LS-JBA-234-M1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS073.DAT	WLS073.DAT	LS-JBA-234-M2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS339.DAT	WLS339.DAT	LS-JBA-234-N1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS259.DAT	WLS259.DAT	LS-JBA-234-N2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS744.DAT	WLS744.DAT	LS-JBA-234-P  	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS048.DAT	WLS048.DAT	LS-JBA-234-P1 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS482.DAT	WLS482.DAT	LS-JBA-234-P2 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS436.DAT	WLS436.DAT	LS-JBA-234-P3 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS535.DAT	WLS535.DAT	LS-JBA-235    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS007.DAT	WLS007.DAT	LS-JBA-236    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS197.DAT	WLS197.DAT	LS-JBA-237    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS198.DAT	WLS198.DAT	LS-JBA-237    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS249.DAT	WLS249.DAT	LS-JBA-238    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS053.DAT	WLS053.DAT	LS-JBA-239    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS435.DAT	WLS435.DAT	LS-JBA-239    	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS618.DAT	WLS618.DAT	LS-JBA-239    	24-Apr-86	351	2515	3	NA	NA
JBA	LS	CLS015.DAT	WLS015.DAT	LS-JBA-240-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS395.DAT	WLS395.DAT	LS-JBA-240-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS227.DAT	WLS227.DAT	LS-JBA-240-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS028.DAT	WLS028.DAT	LS-JBA-240-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS039.DAT	WLS039.DAT	LS-JBA-241-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS413.DAT	WLS413.DAT	LS-JBA-241-M  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS051.DAT	WLS051.DAT	LS-JBA-241-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS242.DAT	WLS242.DAT	LS-JBA-241-N  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS079.DAT	WLS079.DAT	LS-JBA-241-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS235.DAT	WLS235.DAT	LS-JBA-241-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS041.DAT	WLS041.DAT	LS-JBA-242-MX 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS238.DAT	WLS238.DAT	LS-JBA-242-NX 	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS375.DAT	WLS375.DAT	LS-JBA-242-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS376.DAT	WLS376.DAT	LS-JBA-242-P  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS329.DAT	WLS329.DAT	LS-JBA-242-X  	2-Jul-85	351	2515	3	NA	NA
JBA	LS	CLS620.DAT	WLS620.DAT	LS-JBA-243    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS621.DAT	WLS621.DAT	LS-JBA-243    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS622.DAT	WLS622.DAT	LS-JBA-243    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS623.DAT	WLS623.DAT	LS-JBA-243    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS635.DAT	WLS635.DAT	LS-JBA-244    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS644.DAT	WLS644.DAT	LS-JBA-245    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS645.DAT	WLS645.DAT	LS-JBA-245    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS646.DAT	WLS646.DAT	LS-JBA-246    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS647.DAT	WLS647.DAT	LS-JBA-246    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS648.DAT	WLS648.DAT	LS-JBA-246    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS649.DAT	WLS649.DAT	LS-JBA-246    	16-Dec-90	828	2537	5	NA	NA
JBA	LS	CLS656.DAT	WLS656.DAT	LS-JBA-247    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS660.DAT	WLS660.DAT	LS-JBA-249    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS661.DAT	WLS661.DAT	LS-JBA-249    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS662.DAT	WLS662.DAT	LS-JBA-250    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS663.DAT	WLS663.DAT	LS-JBA-250    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS664.DAT	WLS664.DAT	LS-JBA-251    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS665.DAT	WLS665.DAT	LS-JBA-251    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS666.DAT	WLS666.DAT	LS-JBA-252    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS667.DAT	WLS667.DAT	LS-JBA-252    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS668.DAT	WLS668.DAT	LS-JBA-253    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS669.DAT	WLS669.DAT	LS-JBA-253    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS670.DAT	WLS670.DAT	LS-JBA-253    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS671.DAT	WLS671.DAT	LS-JBA-253    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS672.DAT	WLS672.DAT	LS-JBA-254    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS673.DAT	WLS673.DAT	LS-JBA-254    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS674.DAT	WLS674.DAT	LS-JBA-255    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS675.DAT	WLS675.DAT	LS-JBA-255    	16-Dec-90	351	2537	5	NA	NA
JBA	LS	CLS676.DAT	WLS676.DAT	LS-JBA-255    	16-Dec-90	351	2537	5	NA	NA
